PRODUCCION;PROD_ACUMULADA;RECHAZO_TOTAL;RECHAZO_CAJA_MANGA;RECHAZO_LINEA;RECUP_PROCESO;RECUP_TRADICIONAL;PRODUCT_PROCESO;PRODUCT_TOTAL;COSTO_PROY_ACTUAL;TIPO_PRODUCTO;AB_RECUPERADO;RPS;DISPON_REFERENCIAL;PERDIDAS_EQUIPOS;PERDIDAS_PROCESO;INGRESO_ACIDULACION;SET_POINT_ACIDULACION;CANTIDAD_LF;CANT_TOTAL_LF_DIEMME;CANTIDAD_LF_DIEMME_1;PORC_CANT_LF_DIEMME_1;CANTIDAD_LF_DIEMME_2;PORC_CANT_LF_DIEMME_2;CONSU_PULPA_DIEMME_1;CONSU_PULPA_DIEMME_2;CANTIDAD_LF_HOESCH;N_FILTRADAS_DIEMME;N_FILTRADAS_HOESCH;LF_BAJADO;PORC_CARGA_DIEMME;PORC_APORTE_AM_DIEMME;M3_FILTRADA_DIEMME;M3_FILTRADA_HOESCH;B2O3_AM_INGRESO_RX;LEY_ULEXITA;ULEXITA_DIARIA;ACIDO_SULFU_DIARIO;FACT_DESV_PESOMETRO;PORC_CARGA_PNNEVIS;PORC_ENVASADO_H4;REC_PROCESO_ACUM;REC_TRADICIONAL_ACUM;FILTRADAS_DMM_1;FILTRADAS_DMM_2;PROD_ACUMULADA_MES;PROD_ACUMULADA_TOTAL;PROMEDIO_D1;PROMEDIO_D2;PROM_TOTAL_DIEMME;PROMEDIO_HOESCH;CONSUMO_AGUA_DIA;PORC_PRODUCCION_SACOS
321,997;1924,272;21,000;11,000;10,000;0,706;0,739;116,503;121,918;528,700;Estándar;40,410;10,000;0,837;0,718;0,282;38,478;41,000;2648,800;1753,581;1054,158;0,601;699,423;0,399;1364,000;905,000;895,219;32,000;30,000;2641,100;0,662;0,333;54,799;29,841;53,430;18,230;1345,710;219,200;0,811;0,531;0,828;0,714;0,764;20,000;12,000;113,283;121,254;20,167;9,000;29,167;29,000;1175,790;0,658
316,773;2241,045;28,000;15,000;13,000;0,751;0,767;116,087;118,557;529,400;Estándar/GI;40,820;10,000;0,847;0,684;0,316;38,129;41,000;2671,900;2419,600;1159,729;0,479;1259,871;0,521;1575,000;1711,000;252,300;44,000;9,000;2671,900;0,906;0,447;54,991;28,033;59,000;17,240;1349,760;221,330;0,836;0,535;0,845;0,719;0,764;22,000;22,000;113,687;120,866;20,429;10,857;31,286;26,143;1514,850;0,634
328,025;2569,070;20,000;11,000;9,000;0,732;0,768;116,002;121,716;528,500;GI/ABK;44,680;11,000;0,854;0,663;0,337;38,367;41,000;2695,000;2272,545;1111,578;0,489;1160,967;0,511;1598,000;1669,000;422,455;43,000;8,000;2695,000;0,843;0,387;52,850;52,807;58,070;17,820;1349,940;223,910;0,811;0,541;0,847;0,721;0,765;22,000;21,000;113,981;120,974;20,625;12,125;32,750;23,875;1331,680;0,765
335,800;2904,870;37,000;18,000;19,000;0,731;0,774;117,327;124,246;526,500;GI/ABK;53,180;13,000;0,857;0,702;0,298;38,086;41,000;2702,700;2266,792;1084,613;0,478;1182,179;0,522;1523,000;1660,000;435,908;41,000;12,000;2702,700;0,839;0,369;55,288;36,326;56,930;17,730;1378,040;215,120;0,835;0,544;0,851;0,722;0,766;21,000;20,000;114,359;121,343;20,667;13,000;33,667;22,556;1118,850;0,758
317,050;3221,920;26,000;15,000;11,000;0,729;0,778;115,928;123,650;527,700;GI;46,250;11,000;0,813;0,746;0,254;37,235;41,000;2587,200;2114,711;976,296;0,462;1138,415;0,538;1361,000;1587,000;472,489;38,000;8,000;2564,100;0,817;0,392;55,650;59,061;57,110;17,650;1300,170;219,390;0,894;0,505;0,906;0,722;0,767;19,000;19,000;114,511;121,566;20,500;13,600;34,100;21,100;1101,590;0,752
298,425;3520,345;22,400;15,000;7,400;0,723;0,745;109,342;112,664;529,300;GI;42,180;10,000;0,840;0,542;0,458;39,372;41,000;2648,800;1810,100;763,671;0,422;1046,429;0,578;1029,000;1410,000;838,700;30,000;20,000;2648,800;0,683;0,273;60,337;41,935;55,450;18,300;1233,030;203,460;0,826;0,562;0,844;0,723;0,765;13,000;17,000;114,041;120,757;19,818;13,909;33,727;21,000;1151,550;0,833
318,575;3838,920;24,500;15,000;9,500;0,731;0,752;112,376;115,568;528,300;GI;49,550;12,000;0,874;0,502;0,498;42,237;41,000;2756,600;1741,245;981,213;0,564;760,032;0,436;1322,000;1024,000;1015,355;31,000;26,000;2756,600;0,632;0,271;56,169;39,052;53,400;18,750;1272,730;208,628;0,824;0,568;0,837;0,723;0,764;18,000;13,000;113,897;120,309;19,667;13,833;33,500;21,417;1117,550;0,799
310,000;4148,920;32,000;23,000;9,000;0,728;0,734;113,886;114,700;528,500;GI;55,400;13,000;0,857;0,595;0,405;45,146;41,000;2702,700;1810,860;892,656;0,493;918,204;0,507;1188,000;1222,000;891,840;31,000;26,000;2702,700;0,670;0,277;58,415;34,302;54,770;18,580;1280,480;217,270;0,817;0,592;0,872;0,724;0,762;16,000;15,000;113,896;119,871;19,385;13,923;33,308;21,769;1274,900;0,808
317,000;4465,920;22,000;10,000;12,000;0,711;0,711;114,676;114,676;528,400;GI;40,670;10,000;0,876;0,554;0,446;45,165;41,000;2764,300;1877,497;856,520;0,456;1020,977;0,544;1151,000;1372,000;886,803;35,000;28,000;2764,300;0,679;0,303;53,643;31,672;51,770;18,570;1352,120;235,900;0,764;0,600;0,879;0,723;0,758;17,000;18,000;113,954;119,487;19,214;14,214;33,429;22,214;1314,670;0,822
321,175;4787,095;24,000;15,000;9,000;0,710;0,710;120,902;120,902;528,500;GI;41,410;10,000;0,842;0,882;0,118;44,768;41,000;2656,500;1886,714;917,113;0,486;969,601;0,514;1293,000;1367,000;769,786;38,000;22,000;2656,500;0,710;0,321;49,650;34,990;52,950;17,780;1432,010;240,190;0,805;0,573;0,933;0,722;0,754;20,000;18,000;114,415;119,581;19,267;14,467;33,733;22,200;1238,320;0,798
332,025;5119,120;26,000;13,000;13,000;0,734;0,744;120,877;122,500;527,100;GI;46,480;11,000;0,859;0,860;0,140;44,534;41,000;2710,400;1954,213;927,951;0,475;1026,262;0,525;1312,000;1451,000;756,187;38,000;22,000;2710,400;0,721;0,319;51,427;34,372;53,480;17,960;1400,210;225,490;0,824;0,590;0,924;0,723;0,754;19,000;19,000;114,825;119,766;19,250;14,750;34,000;22,188;1194,370;0,626
316,400;5435,520;28,000;15,000;13,000;0,704;0,719;117,643;120,149;527,600;GI;45,980;11,000;0,835;0,760;0,240;42,432;39,900;2610,300;1772,945;1002,295;0,565;770,650;0,435;1337,000;1028,000;837,355;33,000;30,000;2633,400;0,679;0,287;53,726;27,912;53,960;18,070;1371,730;227,920;0,827;0,520;0,921;0,721;0,751;20,000;13,000;114,988;119,788;19,294;14,647;33,941;22,647;1151,340;0,494
292,100;5727,620;28,000;21,000;7,000;0,694;0,736;110,470;117,084;529,200;GI;40,620;10,000;0,791;0,664;0,336;40,898;39,000;2517,900;1611,481;924,692;0,574;686,789;0,426;1271,000;944,000;906,419;29,000;25,000;2494,800;0,640;0,297;55,568;36,257;50,250;18,150;1230,810;205,310;0,799;0,500;0,873;0,720;0,751;18,000;11,000;114,753;119,647;19,222;14,444;33,667;22,778;1114,410;0,530
300,075;6027,695;16,800;7,000;9,800;0,705;0,721;112,762;115,298;529,900;GI;32,260;8,000;0,825;0,645;0,355;44,980;40,000;2602,600;2053,679;721,484;0,351;1332,195;0,649;990,000;1828,000;548,921;36,000;12,000;2602,600;0,789;0,298;57,047;45,743;54,260;18,490;1267,200;217,920;0,785;0,566;0,805;0,719;0,749;14,000;22,000;114,650;119,423;18,947;14,842;33,789;22,211;1171,400;0,696
311,275;6338,970;20,700;9,000;11,700;0,745;0,745;113,874;113,874;529,600;GI;55,350;13,000;0,867;0,565;0,435;45,349;41,000;2733,500;2109,786;806,913;0,382;1302,873;0,618;1134,000;1831,000;623,714;36,000;18,000;2733,500;0,772;0,300;58,605;34,651;55,760;18,600;1264,960;212,440;0,798;0,514;0,810;0,720;0,749;15,000;21,000;114,610;119,138;18,750;15,150;33,900;22,000;1191,300;0,695
310,000;6648,970;17,000;9,000;8,000;0,710;0,710;114,374;114,374;530,100;GI;42,070;10,000;0,859;0,601;0,399;43,893;41,000;2695,000;2060,195;810,432;0,393;1249,764;0,607;1164,000;1795,000;634,805;39,000;18,000;2710,400;0,764;0,299;52,826;35,267;52,170;17,910;1372,380;232,060;0,802;0,516;0,835;0,720;0,747;17,000;22,000;114,599;118,907;18,667;15,476;34,143;21,810;1119,460;0,663
304,725;6953,695;20,000;8,000;12,000;0,713;0,713;115,378;115,378;530,800;GI;43,940;11,000;0,837;0,685;0,315;45,198;41,000;2656,500;2085,436;850,899;0,408;1234,537;0,592;1160,000;1683,000;571,064;38,000;18,000;2641,100;0,785;0,308;54,880;31,726;52,090;17,820;1350,550;225,201;0,799;0,540;0,916;0,720;0,745;17,000;21,000;114,634;118,748;18,591;15,727;34,318;21,636;1185,550;0,753
300,400;7254,095;24,000;10,000;14,000;0,723;0,723;117,156;117,156;531,100;GI;49,840;12,000;0,813;0,780;0,220;42,163;41,000;2548,700;1784,662;818,488;0,459;966,174;0,541;1186,000;1400,000;764,038;36,000;19,000;2564,100;0,700;0,310;49,574;40,213;55,100;18,410;1269,940;216,050;0,796;0,483;0,888;0,720;0,745;18,000;18,000;114,740;118,681;18,565;15,826;34,391;21,522;1171,370;0,772
312,800;7566,895;29,000;13,000;16,000;0,734;0,734;119,833;119,833;530,600;GI;47,330;12,000;0,827;0,852;0,148;41,813;41,000;2625,700;1770,645;440,168;0,249;1330,477;0,751;618,000;1868,000;855,055;33,000;27,000;2610,300;0,674;0,273;53,656;31,669;54,560;18,420;1301,940;219,330;0,777;0,546;0,898;0,720;0,744;9,000;24,000;114,948;118,728;18,167;16,167;34,333;21,750;1167,150;0,811
310,300;7877,195;23,000;11,000;12,000;0,705;0,725;116,883;120,295;530,600;GI;48,870;12,000;0,818;0,765;0,235;41,381;41,000;2579,500;1842,648;610,842;0,332;1231,805;0,668;845,000;1704,000;736,852;34,000;25,000;2579,500;0,714;0,279;54,196;29,474;54,860;18,520;1300,270;224,265;0,741;0,514;0,891;0,720;0,743;12,000;22,000;115,024;118,789;17,920;16,400;34,320;21,880;1224,680;0,857
320,675;8197,870;22,000;12,000;10,000;0,729;0,768;116,950;123,213;530,100;GI;35,930;9,000;0,825;0,755;0,245;44,541;41,000;2602,600;2365,400;1121,689;0,474;1243,711;0,526;1480,000;1641,000;237,200;41,000;9,000;2602,600;0,909;0,364;57,693;26,356;52,970;18,150;1295,560;211,190;0,751;0,579;0,873;0,720;0,744;20,000;21,000;115,096;118,956;18,000;16,577;34,577;21,385;1235,040;0,860
326,700;8524,570;23,600;17,000;6,600;0,715;0,755;112,627;118,848;529,500;GI;37,030;10,000;0,871;0,517;0,483;48,142;41,000;2748,900;2338,097;1134,944;0,485;1203,153;0,515;1614,000;1711,000;410,803;42,000;6,000;2748,900;0,851;0,307;55,669;68,467;53,470;18,620;1308,860;219,260;0,728;0,561;0,881;0,720;0,745;21,000;21,000;115,002;118,952;18,111;16,741;34,852;20,815;1161,300;0,827
330,325;8854,895;22,200;11,000;11,200;0,719;0,753;114,710;120,166;528,900;GI;38,260;10,000;0,871;0,572;0,428;47,542;41,000;2748,900;2037,470;1044,441;0,513;993,029;0,487;1483,000;1410,000;711,430;38,000;18,000;2748,900;0,741;0,282;53,618;39,524;52,710;18,610;1326,850;224,190;0,714;0,585;0,864;0,720;0,745;20,000;18,000;114,991;118,997;18,179;16,786;34,964;20,714;1123,620;0,816
323,275;9178,170;19,000;11,000;8,000;0,716;0,738;114,930;118,598;528,700;GI;38,030;10,000;0,864;0,602;0,398;48,333;41,000;2725,800;2217,477;1019,376;0,460;1198,101;0,540;1597,000;1877,000;508,323;46,000;11,000;2725,800;0,814;0,320;48,206;46,211;52,970;18,230;1352,040;228,070;0,714;0,569;0,858;0,720;0,745;22,000;24,000;114,989;118,983;18,310;17,034;35,345;20,379;1117,440;0,815
331,025;9509,195;28,600;17,000;11,600;0,745;0,749;121,050;121,785;528,700;GI;40,750;10,000;0,862;0,866;0,134;46,913;41,000;2718,100;2019,337;1099,425;0,544;919,912;0,456;1574,000;1317,000;698,763;39,000;13,000;2718,100;0,743;0,289;51,778;53,751;53,240;18,580;1339,100;221,290;0,718;0,559;0,862;0,721;0,745;22,000;17,000;115,195;119,078;18,433;17,033;35,467;20,133;1195,820;0,787
322,800;322,800;38,000;26,000;12,000;0,727;0,736;115,650;117,101;517,200;GI;41,350;11,000;0,874;0,593;0,407;44,984;41,000;2756,600;2029,904;1127,478;0,555;902,425;0,445;1528,000;1223,000;726,696;38,000;22,000;2756,600;0,736;0,308;53,419;33,032;52,970;18,080;1364,820;227,776;0,761;0,528;0,885;0,727;0,736;22,000;16,000;115,650;117,101;22,000;16,000;38,000;22,000;1144,930;0,830
341,800;664,600;20,000;11,000;9,000;0,700;0,760;116,145;126,107;516,300;GI;44,900;11,000;0,859;0,655;0,345;45,376;41,000;2710,400;1997,449;1184,413;0,593;813,036;0,407;1601,000;1099,000;712,951;37,000;25,000;2710,400;0,737;0,361;53,985;28,518;51,650;18,370;1377,820;227,250;0,751;0,493;0,906;0,714;0,749;23,000;14,000;115,895;121,566;22,500;15,000;37,500;23,500;1185,410;0,901
335,575;1000,175;34,000;15,000;19,000;0,723;0,762;114,608;120,723;513,200;GI;32,415;8,000;0,881;0,534;0,466;49,481;41,000;2787,400;2402,862;1146,907;0,477;1255,955;0,523;1504,000;1647,000;384,538;41,000;9,000;2779,700;0,862;0,382;58,606;42,726;54,230;18,530;1337,870;219,120;0,729;0,481;0,893;0,717;0,753;21,000;20,000;115,461;121,282;22,000;16,667;38,667;18,667;1174,070;0,884
326,800;1326,975;21,600;11,000;10,600;0,737;0,737;116,598;116,598;512,600;GI;35,730;9,000;0,888;0,571;0,429;47,337;41,000;2802,800;2409,475;1049,576;0,436;1359,899;0,564;1407,000;1823,000;393,325;42,000;14,000;2802,800;0,860;0,356;57,368;28,095;53,210;18,230;1369,630;230,186;0,730;0,535;0,849;0,722;0,749;20,000;22,000;115,750;120,094;21,500;18,000;39,500;17,500;1126,890;0,808
320,400;1647,375;17,600;9,000;8,600;0,731;0,743;113,781;115,584;514,300;GI;35,930;10,000;0,879;0,520;0,480;46,780;41,000;2772,000;2286,147;814,789;0,356;1471,358;0,644;963,000;1739,000;485,853;37,000;18,000;2772,000;0,825;0,292;61,788;26,992;53,590;18,080;1343,580;220,316;0,756;0,553;0,835;0,724;0,748;16,000;21,000;115,355;119,189;20,400;18,600;39,000;17,600;1078,060;0,810
320,175;1967,550;19,700;6,000;13,700;0,746;0,746;116,801;116,801;513,300;GI;38,720;10,000;0,869;0,649;0,351;46,015;41,000;2733,500;2070,296;1013,016;0,489;1057,281;0,511;1396,000;1457,000;663,204;39,000;16,000;2741,200;0,757;0,311;53,085;41,450;53,650;17,940;1346,850;212,257;0,761;0,556;0,848;0,727;0,747;20,000;19,000;115,594;118,794;20,333;18,667;39,000;17,333;1139,480;0,837
284,075;2251,625;16,400;3,000;13,400;0,709;0,709;105,710;105,710;520,200;Estándar;40,160;10,000;0,852;0,450;0,550;45,463;40,500;2695,000;2077,331;917,139;0,441;1160,192;0,559;1249,000;1580,000;617,669;38,000;16,000;2687,300;0,771;0,296;54,667;38,604;52,040;18,200;1238,890;215,370;0,732;0,497;0,815;0,725;0,742;18,000;20,000;114,214;116,968;20,000;18,857;38,857;17,143;1086,870;0,664
271,925;2523,550;17,500;5,000;12,500;0,712;0,712;109,674;109,674;526,300;Estándar;46,970;12,000;0,786;0,658;0,342;43,632;39,000;2479,400;1931,863;797,320;0,413;1134,543;0,587;1168,000;1662,000;547,537;37,000;13,000;2479,400;0,779;0,296;52,213;42,118;54,000;18,280;1176,280;201,991;0,758;0,499;0,863;0,724;0,739;17,000;20,000;113,696;116,135;19,625;19,000;38,625;16,625;1082,860;0,600
286,425;2809,975;19,000;7,000;12,000;0,731;0,731;111,039;111,039;530,100;Estándar;47,230;12,000;0,818;0,625;0,375;44,169;39,000;2579,500;1921,042;1046,036;0,545;875,006;0,455;1370,000;1146,000;658,458;34,000;20,000;2579,500;0,745;0,300;56,501;32,923;53,280;18,020;1224,280;203,630;0,775;0,471;0,878;0,724;0,738;20,000;14,000;113,414;115,594;19,667;18,444;38,111;17,000;1265,220;0,550
290,200;3100,175;18,000;9,000;9,000;0,730;0,730;114,903;114,903;533,300;Estándar;48,290;12,000;0,801;0,739;0,261;43,353;39,000;2525,600;2128,851;912,999;0,429;1215,852;0,571;1233,000;1642,000;396,749;37,000;11,000;2525,600;0,843;0,272;57,537;36,068;55,660;18,140;1233,380;208,310;0,784;0,496;0,822;0,725;0,737;17,000;20,000;113,554;115,529;19,400;18,600;38,000;16,400;1346,870;0,642
311,225;3411,400;25,000;15,000;10,000;0,757;0,757;112,275;112,275;533,300;Estándar;50,430;12,000;0,879;0,482;0,518;42,537;39,000;2772,000;2192,973;927,853;0,423;1265,120;0,577;1249,000;1703,000;579,027;37,000;16,000;2772,000;0,791;0,254;59,270;36,189;53,880;17,640;1312,960;205,200;0,811;0,518;0,908;0,728;0,739;17,000;20,000;113,435;115,225;19,182;18,727;37,909;16,364;1374,990;0,649
281,188;3692,588;9,000;1,000;8,000;0,698;0,698;104,040;104,040;536,500;Estándar;27,830;7,000;0,857;0,414;0,586;42,813;39,000;2702,700;1868,104;837,174;0,448;1030,930;0,552;1145,000;1410,000;834,596;32,000;23,000;2702,700;0,691;0,233;58,378;36,287;51,670;17,980;1262,230;213,430;0,775;0,471;0,837;0,725;0,736;16,000;16,000;112,649;114,289;18,917;18,500;37,417;16,917;1254,900;0,600
311,915;4004,503;10,000;4,000;6,000;0,739;0,739;112,837;112,837;535,600;Estándar;40,820;10,000;0,876;0,504;0,496;42,145;39,000;2756,600;1706,405;815,337;0,478;891,068;0,522;1152,000;1259,000;1050,195;30,000;29,000;2764,300;0,619;0,221;56,880;36,214;50,130;18,760;1267,570;213,450;0,779;0,615;0,819;0,726;0,736;16,000;14,000;112,663;114,175;18,692;18,154;36,846;17,846;1159,310;0,737
314,141;4318,644;28,100;19,000;9,100;0,742;0,742;113,013;113,013;535,200;GI;49,890;12,000;0,881;0,490;0,510;40,814;40,400;2787,400;1782,335;728,315;0,409;1054,020;0,591;966,000;1398,000;1005,065;30,000;28,000;2779,700;0,639;0,179;59,411;35,895;51,340;18,570;1283,160;213,310;0,787;0,586;0,804;0,727;0,737;13,000;17,000;112,689;114,089;18,286;18,071;36,357;18,571;1084,070;0,692
308,000;4626,644;36,000;30,000;6,000;0,729;0,729;112,994;112,994;535,400;GI;51,390;12,000;0,864;0,550;0,450;40,246;41,000;2725,800;1520,006;803,943;0,529;716,063;0,471;988,000;880,000;1205,794;24,000;41,000;2725,800;0,558;0,197;63,334;29,410;52,530;18,470;1287,200;217,863;0,788;0,566;0,840;0,728;0,736;14,000;10,000;112,710;114,016;18,000;17,533;35,533;20,067;1106,820;0,731
284,000;4910,644;33,000;27,000;6,000;0,749;0,749;109,122;109,122;536,100;GI;39,560;10,000;0,825;0,573;0,427;43,387;41,000;2602,600;2055,543;643,777;0,313;1411,766;0,687;850,000;1864,000;547,057;31,000;13,000;2602,600;0,790;0,250;66,308;42,081;55,210;19,260;1108,010;190,930;0,787;0,516;0,881;0,729;0,737;11,000;20,000;112,493;113,721;17,563;17,688;35,250;19,625;1119,270;0,696
292,975;5203,619;32,000;25,000;7,000;0,740;0,740;111,580;111,580;536,500;GI;43,020;11,000;0,832;0,604;0,396;41,442;41,000;2625,700;2136,035;748,564;0,350;1387,471;0,650;983,000;1822,000;489,665;33,000;14,000;2625,700;0,814;0,250;64,728;34,976;54,300;19,030;1170,590;202,470;0,776;0,512;0,871;0,729;0,737;13,000;20,000;112,441;113,598;17,294;17,824;35,118;19,294;1203,110;0,625
280,600;5484,219;34,000;25,000;9,000;0,736;0,736;111,442;111,442;537,900;GI;34,970;9,000;0,798;0,669;0,331;42,713;41,000;2517,900;2119,176;729,057;0,344;1390,119;0,656;965,000;1840,000;398,724;34,000;12,000;2517,900;0,842;0,243;62,329;33,227;53,350;18,440;1164,270;196,240;0,770;0,483;0,899;0,730;0,737;13,000;21,000;112,389;113,486;17,056;18,000;35,056;18,889;1055,630;0,567
269,400;5753,619;29,000;23,000;6,000;0,732;0,732;108,655;108,655;539,200;GI;30,960;8,000;0,786;0,641;0,359;40,799;41,000;2479,400;1496,588;179,727;0,120;1316,861;0,880;263,000;1927,000;982,812;27,000;15,000;2479,400;0,604;0,186;55,429;65,521;53,620;18,440;1123,470;191,350;0,759;0,511;0,897;0,730;0,737;4,000;23,000;112,207;113,250;16,368;18,263;34,632;18,684;1085,550;0,523
277,025;6030,644;29,000;16,000;13,000;0,735;0,735;109,687;109,687;540,000;GI;34,270;9,000;0,801;0,633;0,367;40,706;41,000;2525,600;1520,581;949,979;0,490;1520,581;1,000;1305,476;1832,000;1005,019;22,000;32,000;2525,600;0,602;0,130;69,117;31,407;50,880;18,470;1148,920;194,800;0,784;0,511;0,840;0,730;0,737;18,000;22,000;112,087;113,081;15,550;18,450;34,000;19,350;999,280;0,570
249,425;6280,069;11,000;3,000;8,000;0,703;0,703;106,206;106,206;543,400;GI;33,380;10,000;0,744;0,669;0,331;42,227;41,000;2348,500;1208,335;949,979;0,490;1208,335;1,000;1305,476;1737,000;1140,165;22,000;38,000;2348,500;0,515;0,128;54,924;30,004;50,140;18,530;1078,740;187,836;0,767;0,529;0,697;0,729;0,735;18,000;22,000;111,839;112,791;14,810;18,619;33,429;20,238;1081,780;0,566
259,875;6539,944;15,000;10,000;5,000;0,686;0,686;102,896;102,896;545,900;GI;40,350;10,000;0,801;0,533;0,467;40,974;39,900;2525,600;1640,325;505,349;0,308;1134,977;0,692;614,000;1379,000;885,275;25,000;33,000;2525,600;0,649;0,199;65,613;26,827;49,000;18,240;1168,880;203,406;0,773;0,530;0,781;0,727;0,733;8,000;17,000;111,451;112,362;14,500;18,545;33,045;20,818;1029,760;0,647
313,375;6853,319;24,500;15,000;9,500;1,207;1,207;123,327;123,327;541,500;GI;41,540;10,000;0,808;1,000;0,441;35,752;39,000;2263,800;2045,750;1171,456;0,573;874,294;0,427;1431,000;1068,000;218,050;32,000;6,000;2541,000;0,904;0,367;63,930;36,342;59,290;18,230;802,020;132,952;0,811;0,522;0,817;0,741;0,747;19,000;13,000;111,948;112,821;14,696;18,304;33,000;20,174;1094,390;0,723
108,450;6961,769;22,000;15,000;7,000;0,393;0,393;94,526;94,526;581,000;GI;27,470;7,000;0,364;0,874;0,126;37,957;40,400;1424,500;1243,021;640,180;0,515;602,841;0,485;943,000;888,000;181,479;27,000;7,000;1147,300;0,873;0,392;46,038;25,926;53,350;18,090;857,740;138,581;0,803;0,677;0,989;0,731;0,736;14,000;13,000;111,625;112,481;14,667;18,083;32,750;19,625;1177,477;0,768
237,200;7198,969;30,000;24,000;6,000;0,721;0,721;113,254;113,254;584,100;GI;42,130;10,000;0,664;0,845;0,155;36,421;41,000;2094,400;1924,914;865,959;0,450;1058,956;0,550;1198,000;1465,000;169,486;35,000;7,000;2094,400;0,919;0,362;54,998;24,212;58,670;17,890;1035,730;171,150;0,760;0,606;0,985;0,730;0,736;16,000;19,000;111,678;112,507;14,917;18,362;33,279;19,376;969,020;0,798
160,325;7359,294;17,000;15,000;2,000;0,717;0,717;105,693;105,693;590,500;GI;40,150;11,000;0,481;0,874;0,126;36,119;41,000;1516,900;1445,340;764,006;0,529;681,334;0,471;1072,000;956,000;71,560;26,000;3,000;1516,900;0,953;0,371;55,590;23,853;59,860;18,520;680,240;116,518;0,726;0,552;0,919;0,730;0,735;14,000;12,000;111,540;112,349;14,881;18,115;32,996;18,738;747,670;0,894
361,725;7721,019;30,000;21,000;9,000;0,987;0,987;133,458;133,458;598,500;GI;42,110;10,000;0,932;1,000;0,441;36,931;40,400;2433,200;1586,320;1177,905;0,743;408,415;0,257;1468,000;509,000;846,880;26,000;30,000;2710,400;0,652;0,319;61,012;28,229;54,980;18,650;1106,440;181,680;0,721;0,601;0,904;0,737;0,742;20,000;6,000;112,411;113,188;15,073;17,660;32,733;19,160;1103,960;0,895
187,700;187,700;17,000;14,000;3,000;0,545;0,545;86,750;86,750;817,500;GI;41,240;10,000;0,686;0,566;0,434;32,967;37,900;2079,000;1855,622;954,665;0,514;900,957;0,486;1422,000;1342,000;223,378;36,000;5,000;2163,700;0,893;0,439;51,545;44,676;56,770;18,740;1035,530;167,480;0,775;0,596;0,973;0,437;0,545;19,000;17,000;86,750;86,750;19,000;17,000;36,000;5,000;861,190;0,867
242,500;430,200;18,000;9,000;9,000;0,710;0,710;113,286;113,286;732,000;Estándar;45,530;11,000;0,679;0,835;0,165;39,766;41,000;2140,600;1823,518;974,602;0,534;848,916;0,466;1357,000;1182,000;317,082;35,000;11,000;2140,600;0,852;0,467;52,101;28,826;60,210;17,430;1103,870;179,510;0,811;0,551;0,924;0,558;0,558;19,000;16,000;99,947;99,947;19,000;16,500;35,500;8,000;1029,470;0,772
251,000;681,200;34,000;22,000;12,000;0,707;0,707;118,536;118,536;688,400;Estándar;38,920;10,000;0,671;0,920;0,080;40,360;41,000;2117,500;1795,144;875,712;0,488;919,433;0,512;1362,000;1430,000;322,356;39,000;9,000;2117,500;0,848;0,446;46,029;35,817;58,630;16,630;1201,610;188,254;0,854;0,542;0,909;0,605;0,605;19,000;20,000;106,076;106,076;19,000;17,667;36,667;8,333;1076,150;0,726
315,300;996,500;19,000;13,000;6,000;0,730;0,730;118,347;118,347;643,900;GI;52,590;13,000;0,845;0,767;0,233;39,681;41,000;2664,200;2208,900;1120,045;0,507;1088,855;0,493;1616,000;1571,000;455,300;44,000;17,000;2664,200;0,829;0,384;50,202;26,782;56,900;16,750;1451,500;235,300;0,842;0,543;0,845;0,637;0,637;22,000;22,000;109,674;109,674;19,750;18,750;38,500;10,500;1103,930;0,781
327,600;1324,100;30,700;22,000;8,700;0,765;0,765;117,529;117,529;614,600;GI;50,560;13,000;0,884;0,628;0,372;40,448;41,000;2787,400;2300,400;1110,221;0,483;1190,179;0,517;1569,000;1682,000;487,000;42,000;19,000;2787,400;0,825;0,431;54,771;25,632;59,500;16,760;1439,350;219,600;0,854;0,565;0,811;0,665;0,682;21,000;21,000;111,518;111,518;20,000;19,200;39,200;12,200;1266,360;0,688
316,375;1640,475;30,000;19,000;11,000;0,766;0,766;120,139;120,139;596,300;GI;49,450;12,000;0,835;0,856;0,144;39,332;41,000;2625,700;2019,900;1052,435;0,521;967,465;0,479;1412,000;1298,000;605,800;34,000;20,000;2633,400;0,769;0,308;59,409;30,290;56,200;17,450;1332,650;205,400;0,842;0,590;0,848;0,682;0,682;17,000;17,000;113,083;113,083;19,500;18,833;38,333;13,500;1223,380;0,685
312,425;1952,900;30,000;17,000;13,000;0,730;0,730;115,597;115,597;587,200;GI;43,210;10,000;0,857;0,644;0,356;38,894;41,000;2702,700;2179,700;1163,188;0,534;1016,512;0,466;1594,000;1393,000;523,000;40,000;16,000;2702,700;0,806;0,324;54,493;32,688;57,600;16,830;1431,090;219,900;0,835;0,536;0,876;0,689;0,689;18,000;22,000;113,478;113,478;19,286;19,286;38,571;13,857;1200,470;0,666
314,175;2267,075;27,000;13,000;14,000;0,725;0,725;111,481;111,481;580,800;GI;41,290;10,000;0,893;0,404;0,596;39,156;41,000;2795,100;2358,500;1225,366;0,520;1133,134;0,480;1674,000;1548,000;436,600;43,000;14,000;2818,200;0,844;0,333;54,849;31,186;56,600;16,830;1449,630;225,300;0,786;0,538;0,948;0,694;0,694;21,000;22,000;113,197;113,197;19,500;19,625;39,125;13,875;1192,730;0,647
