PRODUCCION;PROD_ACUMULADA;RECHAZO_TOTAL;RECHAZO_CAJA_MANGA;RECHAZO_LINEA;RECUP_PROCESO;RECUP_TRADICIONAL;PRODUCT_PROCESO;PRODUCT_TOTAL;COSTO_PROY_ACTUAL;TIPO_PRODUCTO;AB_RECUPERADO;RPS;DISPON_REFERENCIAL;PERDIDAS_EQUIPOS;PERDIDAS_PROCESO;INGRESO_ACIDULACION;SET_POINT_ACIDULACION;CANTIDAD_LF;CANT_TOTAL_LF_DIEMME;CANTIDAD_LF_DIEMME_1;PORC_CANT_LF_DIEMME_1;CANTIDAD_LF_DIEMME_2;PORC_CANT_LF_DIEMME_2;CONSU_PULPA_DIEMME_1;CONSU_PULPA_DIEMME_2;CANTIDAD_LF_HOESCH;N_FILTRADAS_DIEMME;N_FILTRADAS_HOESCH;LF_BAJADO;PORC_CARGA_DIEMME;PORC_APORTE_AM_DIEMME;M3_FILTRADA_DIEMME;M3_FILTRADA_HOESCH;B2O3_AM_INGRESO_RX;LEY_ULEXITA;ULEXITA_DIARIA;ACIDO_SULFU_DIARIO;FACT_DESV_PESOMETRO;PORC_CARGA_PNNEVIS;PORC_ENVASADO_H4;REC_PROCESO_ACUM;REC_TRADICIONAL_ACUM;FILTRADAS_DMM_1;FILTRADAS_DMM_2;PROD_ACUMULADA_MES;PROD_ACUMULADA_TOTAL;PROMEDIO_D1;PROMEDIO_D2;PROM_TOTAL_DIEMME;PROMEDIO_HOESCH;CONSUMO_AGUA_DIA;PORC_PRODUCCION_SACOS
302,425;4583,334;28,225;17,600;10,263;0,751;0,752;113,820;114,899;505,500;Estándar/GI;44,321;11,000;0,793;0,726;0,274;39,337;44,000;2502,500;2128,631;915,891;0,430;1212,740;0,570;1265,000;1675,000;374,000;37,000;10,000;2502,500;0,851;0,279;57,531;37,400;55,950;17,490;1220,460;192,600;0,838;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
329,000;4583,334;28,225;12,500;10,263;0,790;0,752;120,380;114,899;505,500;Estándar/GI;44,321;11,000;0,835;0,866;0,134;42,672;44,000;2633,400;2503,415;1158,779;0,463;1344,636;0,537;1540,000;1787,000;130,000;42,000;4,000;2633,400;0,951;0,310;59,605;32,500;56,610;17,850;1266,060;193,680;0,870;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
307,700;4583,334;28,225;20,500;10,263;0,771;0,752;110,580;114,899;505,500;Estándar/GI;44,321;11,000;0,835;0,577;0,423;42,798;44,000;2625,700;2444,476;991,950;0,406;1452,526;0,594;1331,000;1949,000;181,000;37,000;6,000;2633,400;0,931;0,251;66,067;30,167;53,250;18,870;1127,550;179,750;0,797;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
305,615;4583,334;28,225;20,900;10,263;0,748;0,752;107,180;114,899;505,700;Estándar/GI;44,321;11,000;0,842;0,499;0,501;42,424;44,000;2648,800;2207,640;976,157;0,442;1231,483;0,558;1319,000;1664,000;441,000;37,000;11,000;2656,500;0,833;0,253;59,666;40,091;54,850;18,510;1158,320;186,300;0,782;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
317,578;4583,334;28,225;22,000;10,263;0,758;0,752;108,740;114,899;505,400;Estándar/GI;44,321;11,000;0,862;0,469;0,531;41,226;44,000;2725,800;2229,273;862,748;0,387;1366,525;0,613;1132,000;1793,000;497,000;37,000;14,000;2718,100;0,818;0,229;60,251;35,500;54,430;18,690;1174,690;187,310;0,809;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
332,041;4583,334;28,225;19,600;10,263;0,760;0,752;115,680;114,899;504,000;Estándar/GI;44,321;11,000;0,862;0,633;0,367;41,226;44,000;2725,800;2154,027;863,376;0,401;1290,651;0,599;1174,000;1755,000;572,000;38,000;16,000;2718,100;0,790;0,240;56,685;35,750;55,520;18,780;1240,760;208,130;0,834;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
304,037;4583,334;28,225;20,300;10,263;0,754;0,752;112,320;114,899;504,300;Estándar/GI;44,321;11,000;0,818;0,651;0,349;43,564;44,000;2579,500;1975,577;716,796;0,363;1258,781;0,637;1021,000;1793,000;604,000;37,000;15,000;2579,500;0,766;0,236;53,394;40,267;56,840;18,370;1177,470;193,720;0,783;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
330,700;4583,334;28,225;11,700;10,263;0,754;0,752;115,520;114,899;503,300;Estándar/ABK/GI;44,321;11,000;0,859;0,635;0,365;41,578;44,000;2702,700;1930,527;736,831;0,382;1193,696;0,618;1008,000;1633,000;772,000;36,000;22,000;2710,400;0,714;0,226;53,626;35,091;54,500;18,550;1259,950;203,990;0,837;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
319,125;4583,334;28,225;26,400;10,263;0,728;0,752;108,310;114,899;503,300;Estándar/ABK/GI;44,321;11,000;0,857;0,477;0,523;41,460;44,000;2710,400;2084,206;782,433;0,375;1301,773;0,625;1029,000;1712,000;626,000;38,000;21,000;2702,700;0,769;0,234;54,848;29,810;53,760;18,480;1225,070;205,120;0,855;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
324,525;4583,334;28,225;16,500;10,263;0,759;0,752;114,950;114,899;503,300;Estándar/ABK/GI;44,321;11,000;0,849;0,644;0,356;41,937;44,000;2679,600;2146,916;692,724;0,323;1454,192;0,677;917,000;1925,000;533,000;38,000;17,000;2679,000;0,801;0,204;56,498;31,353;55,480;18,810;1215,310;199,700;0,859;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
305,400;4583,334;28,225;17,500;10,263;0,745;0,752;111,100;114,899;503,900;Estándar/ABK/GI;44,321;11,000;0,827;0,605;0,395;43,177;44,000;2602,600;1821,401;672,749;0,369;1148,652;0,631;892,000;1523,000;781,000;32,000;26,000;2610,300;0,700;0,177;56,919;30,038;53,930;18,750;1169,160;197,080;0,830;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
304,975;4583,334;28,225;12,100;10,263;0,724;0,752;104,430;114,899;504,800;Estándar/ABK/GI;44,321;11,000;0,869;0,382;0,618;40,994;43,000;2741,200;2043,867;680,811;0,333;1363,056;0,667;949,000;1900,000;697,000;37,000;23,000;2741,200;0,746;0,213;55,240;30,304;55,720;18,720;1188,750;207,330;0,814;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
316,000;4583,334;28,225;13,200;10,263;0,757;0,752;113,000;114,899;504,700;Estándar/ABK/GI;44,321;11,000;0,849;0,593;0,407;41,937;43,000;2679,600;1879,429;669,844;0,356;1209,585;0,644;901,000;1627,000;800,000;33,000;24,000;2679,600;0,701;0,189;56,952;33,333;53,270;19,070;1180,860;202,700;0,815;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
313,300;4583,334;28,225;12,100;10,263;0,760;0,752;110,810;114,899;506,500;Estándar/ABK/GI;44,321;11,000;0,862;0,509;0,491;41,226;42,000;2725,800;1742,256;715,265;0,411;1026,991;0,589;966,000;1387,000;984,000;30,000;28,000;2718,100;0,639;0,186;58,075;35,143;52,430;18,290;1220,290;196,430;0,867;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
286,100;4583,334;28,225;13,200;10,263;0,748;0,752;107,400;114,899;506,500;Estándar/ABK/GI;44,321;11,000;0,806;0,586;0,414;44,359;42,000;2533,300;1700,548;498,791;0,293;1201,757;0,707;728,000;1754,000;833,000;31,000;21,000;2541,000;0,671;0,198;54,856;39,667;55,600;18,440;1114,480;182,750;0,849;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
293,350;4583,334;28,225;11,000;10,263;0,780;0,752;111,800;114,899;506,500;Estándar/ABK/GI;44,321;11,000;0,801;0,672;0,328;44,494;42,000;2525,600;2034,081;666,812;0,328;1367,269;0,672;872,000;1788,000;492,000;34,000;13,000;2525,600;0,805;0,218;59,826;37,846;56,380;18,680;1091,680;176,490;0,852;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
297,670;4583,334;28,225;15,400;10,263;0,771;0,752;109,100;114,899;506,500;Estándar/ABK/GI;44,321;11,000;0,820;0,584;0,416;44,224;42,000;2541,000;1663,790;595,984;0,358;1067,806;0,642;840,000;1505,000;877,000;30,000;21,000;2587,200;0,655;0,235;55,460;41,762;56,050;18,780;1097,220;176,530;0,890;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
92,611;4583,334;28,225;3,300;10,263;0,763;0,752;126,070;114,899;512,000;Estándar;44,321;11,000;0,230;1,000;0,441;152,020;42,000;739,200;647,587;218,789;0,338;428,798;0,662;299,000;586,000;92,000;10,000;3,000;708,400;0,876;0,240;64,759;30,667;53,090;18,590;354,450;58,010;0,873;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
288,139;4583,334;28,225;7,700;10,263;0,768;0,752;104,360;114,899;512,600;Estándar/GI;44,321;11,000;0,852;0,432;0,568;41,578;42,000;2702,700;2420,788;1147,151;0,474;1273,637;0,526;1569,000;1742,000;282,000;37,000;7,000;2687,300;0,896;0,308;65,427;40,286;56,030;19,100;1075,890;182,100;0,846;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
330,585;4583,334;28,225;14,000;10,263;0,814;0,752;118,030;114,899;480,700;Estándar/GI;44,321;11,000;0,849;0,746;0,254;41,937;41,000;2679,600;2210,131;1203,269;0,544;1006,862;0,456;1648,000;1379,000;469,000;35,000;12,000;2679,600;0,825;0,297;63,147;39,083;54,710;18,050;1212,050;176,240;0,969;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
298,200;4583,334;28,225;2,200;10,263;0,796;0,752;108,290;114,899;494,300;Estándar/GI;44,321;11,000;0,867;0,446;0,554;41,110;39,000;2733,500;2206,101;1195,878;0,542;1010,223;0,458;1649,000;1393,000;1441,000;33,000;15,000;2733,500;0,807;0,275;66,852;96,067;53,520;18,790;1114,530;180,610;0,881;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
327,475;4583,334;28,225;28,600;10,263;0,792;0,752;108,730;114,899;511,200;Estándar/ABK/GI;44,321;11,000;0,871;0,437;0,563;40,879;38,000;2748,900;2161,707;1116,176;0,516;1045,531;0,484;1422,000;1332,000;587,000;33,000;14,000;2748,900;0,786;0,294;65,506;41,929;52,770;19,330;1098,860;175,550;0,882;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
326,075;4583,334;28,225;19,800;10,263;0,763;0,752;108,980;114,899;511,200;Estándar/ABK;44,321;11,000;0,891;0,368;0,632;39,983;38,000;2810,500;1998,332;991,292;0,496;1007,040;0,504;1259,000;1279,000;812,000;33,000;26,000;2810,500;0,711;0,357;60,556;31,231;52,400;18,800;1202,200;186,160;0,841;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
312,425;4583,334;28,225;23,500;10,263;0,727;0,752;104,960;114,899;511,200;Estándar/ABK;44,321;11,000;0,874;0,373;0,627;40,765;38,000;2756,600;1311,511;618,373;0,471;693,138;0,529;794,000;890,000;1445,000;22,000;42,000;2756,600;0,476;0,250;59,614;34,405;53,340;18,730;1197,250;222,850;0,839;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
308,500;4583,334;28,225;12,100;10,263;0,739;0,752;112,500;114,899;514,800;Estándar/ABK;44,321;11,000;0,810;0,669;0,331;43,958;38,000;2556,400;1238,679;535,190;0,432;703,489;0,568;636,000;836,000;1318,000;21,000;47,000;2556,400;0,485;0,185;58,985;28,043;50,800;18,480;1185,730;190,850;0,831;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
319,900;4583,334;28,225;18,700;10,263;0,773;0,752;109,700;114,899;514,300;Estándar/ABK;44,321;11,000;0,896;0,359;0,641;39,766;38,000;2825,900;2579,987;1141,998;0,443;1437,989;0,557;1524,000;1919,000;246,000;42,000;5,000;2825,900;0,913;0,266;61,428;49,200;55,200;19,310;1168,850;197,480;0,823;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
310,275;4583,334;28,225;14,300;10,263;0,767;0,752;108,580;114,899;516,100;Estándar/ABK;44,321;11,000;0,864;0,459;0,541;41,226;38,000;2725,800;2524,542;1056,470;0,418;1468,072;0,582;1404,000;1951,000;271,000;41,000;7,000;2725,800;0,926;0,240;61,574;38,714;53,780;18,390;1182,410;201,045;0,846;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
323,625;4583,334;28,225;15,675;10,263;0,772;0,752;110,760;114,899;516,500;Estándar/ABK;44,321;11,000;0,888;0,410;0,590;40,093;38,000;2802,800;2340,163;1076,935;0,460;1263,228;0,540;1451,000;1702,000;463,000;40,000;15,000;2802,800;0,835;0,223;58,504;30,867;54,360;18,550;1220,360;193,100;0,844;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
326,725;4583,334;28,225;20,900;10,263;0,743;0,752;110,330;114,899;516,500;Estándar/ABK;44,321;11,000;0,879;0,441;0,559;40,539;38,000;2772,000;1931,932;813,445;0,421;1118,487;0,579;1080,000;1485,000;840,000;36,000;27,000;2772,000;0,697;0,232;53,665;31,111;52,050;19,080;1214,430;197,470;0,800;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
326,325;4583,334;28,225;20,900;10,263;0,759;0,752;108,180;114,899;516,500;Estándar/GI;44,321;11,000;0,898;0,323;0,677;39,766;38,000;2825,900;2096,691;894,120;0,426;1202,571;0,574;1145,000;1540,000;729,000;36,000;24,000;2833,600;0,742;0,250;58,241;30,375;52,400;18,980;1197,480;194,430;0,815;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
309,900;4583,334;28,225;15,400;10,263;0,728;0,752;110,220;114,899;516,500;Estándar/GI;44,321;11,000;0,847;0,539;0,461;42,424;38,000;2648,800;1631,229;706,657;0,433;924,572;0,567;1015,000;1328,000;1018,000;34,000;34,000;2671,900;0,616;0,260;47,977;29,941;53,330;18,500;1230,440;206,340;0,794;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
294,625;4583,334;28,225;17,600;10,263;0,729;0,752;104,590;114,899;519,600;Estándar/GI;44,321;11,000;0,840;0,467;0,533;41,937;38,000;2679,600;1675,286;740,179;0,442;935,107;0,558;1086,000;1372,000;1004,000;35,000;31,000;2648,800;0,625;0,221;47,865;32,387;50,860;17,970;1190,910;194,880;0,821;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
319,250;4583,334;28,225;27,500;10,263;0,724;0,752;106,430;114,899;521,100;Estándar/ABK/GI;44,321;11,000;0,869;0,409;0,591;40,994;38,000;2741,200;1650,657;649,038;0,393;1001,619;0,607;902,000;1392,000;1091,000;32,000;30,000;2741,200;0,602;0,182;51,583;36,367;55,510;18,300;1239,100;201,500;0,830;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
317,950;4583,334;28,225;11,000;10,263;0,763;0,752;118,640;114,899;520,600;Estándar/ABK/GI;44,321;11,000;0,820;0,817;0,183;43,434;38,000;2587,200;1308,030;701,145;0,536;606,885;0,464;967,000;837,000;1279,000;28,000;41,000;2587,200;0,506;0,185;46,715;31,195;52,490;18,190;1245,830;193,590;0,850;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
307,525;4583,334;28,225;22,000;10,263;0,750;0,752;113,930;114,899;520,900;Estándar/ABK/GI;44,321;11,000;0,813;0,696;0,304;43,826;38,000;2564,100;1343,196;438,668;0,327;904,528;0,673;613,000;1264,000;1221,000;26,000;38,000;2564,100;0,524;0,132;51,661;32,132;56,740;18,500;1185,320;191,950;0,836;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
326,925;4583,334;28,225;18,700;10,263;0,725;0,752;111,810;114,899;520,000;Estándar/ABK/GI;44,321;11,000;0,874;0,489;0,511;40,765;38,000;2756,600;1893,241;809,246;0,427;1083,995;0,573;863,000;1156,000;1342,000;35,000;28,000;2756,600;0,687;0,150;54,093;47,929;49,190;18,840;1270,910;212,850;0,811;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
321,975;4583,334;28,225;13,200;10,263;0,735;0,752;111,080;114,899;520,000;Estándar/ABK/GI;44,321;11,000;0,859;0,522;0,478;41,578;38,000;2702,700;1750,745;776,659;0,444;974,086;0,556;952,000;1194,000;1238,000;32,000;29,000;2710,400;0,648;0,165;54,711;42,690;52,250;19,520;1181,030;205,660;0,801;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
325,350;4583,334;28,225;22,600;10,263;0,773;0,752;111,950;114,899;520,000;Estándar/ABK/GI;44,321;11,000;0,871;0,501;0,499;40,994;38,000;2741,200;1538,421;839,329;0,546;699,092;0,454;1203,000;1002,000;1019,000;27,000;29,000;2748,900;0,561;0,138;56,979;35,138;54,770;19,370;1187,000;193,640;0,854;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
296,700;4583,334;28,225;12,100;10,263;0,758;0,752;110,000;114,899;521,000;Estándar/ABK/GI;44,321;11,000;0,820;0,600;0,400;43,694;38,000;2571,800;1150,431;473,927;0,412;676,504;0,588;634,000;905,000;1421,000;20,000;39,000;2587,200;0,447;0,143;57,522;36,436;54,580;19,370;1090,840;186,110;0,853;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
309,400;4583,334;28,225;8,800;10,263;0,729;0,752;108,440;114,899;521,100;Estándar/ABK/GI;44,321;11,000;0,879;0,407;0,593;40,093;38,000;2802,800;1484,986;1066,730;0,718;418,256;0,282;1492,000;585,000;1318,000;19,000;35,000;2772,000;0,530;0,237;78,157;37,657;53,970;18,750;1238,830;203,870;0,840;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
290,200;4583,334;28,225;11,000;10,263;0,747;0,752;112,260;114,899;521,900;Estándar/ABK/GI;44,321;11,000;0,786;0,706;0,294;45,043;38,000;2494,800;1479,224;882,540;0,597;596,684;0,403;1343,000;908,000;1016,000;32,000;21,000;2478,100;0,593;0,279;46,226;48,381;55,910;18,970;1109,920;180,210;0,865;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
317,600;4583,334;28,225;24,200;10,263;0,733;0,752;109,530;114,899;516,400;Estándar/ABK/GI;44,321;11,000;0,871;0,452;0,548;40,879;38,000;2748,900;1340,832;621,609;0,464;719,223;0,536;796,000;921,000;1408,000;23,000;40,000;2748,900;0,488;0,185;58,297;35,200;50,880;19,200;1205,180;201,630;0,864;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
324,694;4583,334;28,225;12,100;10,263;0,754;0,752;110,320;114,899;516,400;Estándar/ABK/GI;44,321;11,000;0,898;0,358;0,642;39,657;38,000;2833,600;1671,249;1148,889;0,687;522,360;0,313;1522,000;692,000;1162,000;29,000;35,000;2833,600;0,590;0,266;57,629;33,200;51,310;18,810;1241,470;197,650;0,858;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
316,249;4583,334;28,225;20,875;10,263;0,747;0,752;112,420;114,899;516,400;Estándar/ABK/GI;44,321;11,000;0,842;0,598;0,402;42,301;38,000;2656,500;1934,736;1074,266;0,555;860,470;0,445;1422,000;1139,000;722,000;33,000;19,000;2656,500;0,728;0,305;58,628;38,000;53,420;19,150;1175,780;193,640;0,848;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
324,181;4583,334;28,225;11,000;10,263;0,774;0,752;110,830;114,899;516,400;Estándar/ABK/GI;44,321;11,000;0,896;0,379;0,621;39,983;38,000;2810,500;2323,855;1010,175;0,435;1313,680;0,565;1338,000;1740,000;487,000;38,000;14,000;2825,900;0,827;0,285;61,154;34,786;59,080;18,860;1208,630;199,060;0,843;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
313,714;4583,334;28,225;6,600;10,263;0,768;0,752;110,480;114,899;516,200;ABK/GI;44,321;11,000;0,881;0,434;0,566;39,146;38,000;2795,100;2322,030;958,807;0,413;1363,223;0,587;1285,000;1827,000;473,000;38,000;13,000;2779,700;0,831;0,275;61,106;36,385;56,490;18,610;1210,490;195,790;0,859;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
311,719;4583,334;28,225;7,700;10,263;0,759;0,752;113,780;114,899;516,000;ABK/GI;44,321;11,000;0,847;0,619;0,381;38,790;38,000;2664,200;1625,655;859,181;0,529;766,474;0,471;1177,000;1050,000;1039,000;31,000;31,000;2671,900;0,610;0,232;52,440;33,516;52,780;18,370;1228,420;193,370;0,860;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
300,941;4583,334;28,225;11,000;10,263;0,855;0,752;114,450;114,899;515,500;ABK/GI;44,321;11,000;0,803;0,725;0,275;33,700;38,000;2348,500;1959,847;770,215;0,393;1189,632;0,607;999,000;1543,000;389,000;33,000;11,000;2533,100;0,835;0,251;59,389;35,364;54,560;18,550;1029,230;149,250;0,844;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
216,018;4583,334;26,000;4,000;22,000;0,492;0,588;98,250;117,382;514,500;ABK/GI;17,740;5,000;0,583;0,757;0,243;35,312;38,000;1986,600;1790,931;856,597;0,478;934,334;0,522;1157,000;1262,000;196,000;34,000;6,000;1840,300;0,902;0,340;52,674;32,667;51,460;18,370;1126,480;171,700;0,858;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
273,325;4583,334;37,000;7,000;30,000;0,745;0,780;103,750;108,553;659,700;ABK/GI;51,860;13,000;0,798;0,549;0,451;41,169;38,000;2533,300;1951,712;787,840;0,404;1163,872;0,596;1079,000;1594,000;582,000;34,000;18,000;2517,900;0,770;0,242;57,403;32,333;57,290;18,590;1061,760;171,930;0,731;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
312,900;4583,334;43,000;3,000;40,000;0,772;0,806;116,190;121,303;600,700;ABK/GI;43,680;12,000;0,818;0,745;0,255;34,096;38,000;2564,100;1766,237;791,761;0,448;974,476;0,552;1066,000;1312,000;798,000;32,000;24,000;2579,500;0,689;0,224;55,195;33,250;53,330;18,780;1164,170;181,640;0,896;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
265,400;4583,334;45,000;5,000;40,000;0,697;0,749;101,070;108,730;597,000;GI;43,620;12,000;0,774;0,561;0,439;33,182;38,000;2456,300;1914,741;695,479;0,363;1219,262;0,637;960,000;1683,000;542,000;33,000;15,000;2440,900;0,780;0,207;58,022;36,133;52,910;19,970;998,400;184,510;0,774;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
281,800;4583,334;43,000;19,000;24,000;0,735;0,787;102,300;109,573;586,500;GI;31,100;8,000;0,815;0,495;0,505;35,550;36,750;2571,800;2124,095;758,150;0,357;1365,946;0,643;1069,000;1926,000;447,705;37,000;11,000;2571,800;0,826;0,207;57,408;40,700;54,950;19,140;1053,610;168,790;0,833;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
300,875;4583,334;50,000;22,000;28,000;0,747;0,775;106,340;110,380;575,680;GI;46,720;12,000;0,864;0,423;0,577;35,202;37,640;2725,800;2119,812;799,405;0,377;1320,407;0,623;1094,000;1807,000;605,988;36,000;15,000;2725,800;0,778;0,226;58,884;40,399;54,760;18,630;1173,390;186,250;0,889;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
311,550;4583,334;66,000;26,000;40,000;0,747;0,786;107,430;113,020;567,202;GI;43,300;11,000;0,874;0,408;0,592;34,901;38,000;2756,600;1775,785;678,721;0,382;1097,064;0,618;1014,000;1639,000;980,815;34,000;21,000;2756,600;0,644;0,250;52,229;46,705;54,060;18,680;1195,080;194,460;0,883;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
294,125;4583,334;46,000;13,000;33,000;0,738;0,763;104,570;108,210;563,792;GI;38,480;10,000;0,862;0,406;0,594;33,652;38,000;2718,100;1238,377;514,381;0,415;723,996;0,585;719,000;1012,000;1479,723;23,000;39,000;2718,100;0,456;0,205;53,842;37,942;51,370;19,210;1129,190;192,820;0,880;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
276,100;4583,334;41,000;13,000;28,000;0,746;0,814;103,000;112,405;563,300;Estándar/GI;28,480;8,000;0,779;0,575;0,425;33,656;38,000;2456,300;1373,821;413,381;0,301;960,440;0,699;569,000;1322,000;1082,479;22,000;32,000;2456,300;0,559;0,230;62,446;33,827;51,500;18,740;1019,426;163,550;0,903;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
317,600;4583,334;47,000;16,000;31,000;0,767;0,812;105,590;111,780;557,700;Estándar/GI;31,120;8,000;0,901;0,279;0,721;31,255;38,000;2841,300;2295,263;1010,534;0,440;1284,729;0,560;1242,000;1579,000;546,037;35,000;18,000;2841,300;0,808;0,295;65,579;30,335;50,600;18,850;1167,850;186,000;0,911;0,594;0,898;0,726;0,739;18,000;18,000;112,359;114,216;18,632;17,929;36,558;20,527;1177,477;0,718
